,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Discharge_cfs_Mean,Gage_height_feet_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
1997-11-23,USGS,02234000,,2320,3.62,,
1997-11-24,USGS,02234000,,2230,3.57,,
1997-11-25,USGS,02234000,,2320,3.52,,
1997-11-26,USGS,02234000,,2260,3.48,,
1997-11-27,USGS,02234000,,2240,3.43,,
1997-11-28,USGS,02234000,,2200,3.39,,
1997-11-29,USGS,02234000,,2130,3.35,,
1997-11-30,USGS,02234000,,2040,3.31,,
1997-12-01,USGS,02234000,,1990,3.28,,
1997-12-02,USGS,02234000,,2080,3.24,,
1997-12-03,USGS,02234000,,2050,3.21,,
1997-12-04,USGS,02234000,,2000,3.20,,
1997-12-05,USGS,02234000,,1980,3.20,,
1997-12-06,USGS,02234000,,1990,3.19,,
1997-12-07,USGS,02234000,,2060,3.18,,
1997-12-08,USGS,02234000,,2140,3.18,,
1997-12-09,USGS,02234000,,2170,3.20,,
1997-12-10,USGS,02234000,,2160,3.24,,
1997-12-11,USGS,02234000,,2360,3.40,,
1997-12-12,USGS,02234000,,2820,3.71,,
1997-12-13,USGS,02234000,,3760,4.19,,
1997-12-14,USGS,02234000,,4820,4.81,,
1997-12-15,USGS,02234000,,5750,5.40,,
1997-12-16,USGS,02234000,,7180,5.98,,
1997-12-17,USGS,02234000,,7700,6.41,,
1997-12-18,USGS,02234000,,7170,6.66,,
1997-12-19,USGS,02234000,,6680,6.84,,
1997-12-20,USGS,02234000,,6440,6.93,,
1997-12-21,USGS,02234000,,6290,7.01,,
1997-12-22,USGS,02234000,,6160,7.04,,
1997-12-23,USGS,02234000,,5730,7.05,,
1997-12-24,USGS,02234000,,5850,7.05,,
1997-12-25,USGS,02234000,,5820,7.04,,
1997-12-26,USGS,02234000,,5860,7.06,,
1997-12-27,USGS,02234000,,6010,7.42,,
1997-12-28,USGS,02234000,,7150,7.89,,
1997-12-29,USGS,02234000,,7730,8.14,,
1997-12-30,USGS,02234000,,8190,8.34,,
1997-12-31,USGS,02234000,,7340,8.44,,
1998-01-01,USGS,02234000,,7410,8.44,,
1998-01-02,USGS,02234000,,7260,8.44,,
1998-01-03,USGS,02234000,,6830,8.40,,
1998-01-04,USGS,02234000,,6490,8.35,,
1998-01-05,USGS,02234000,,6370,8.29,,
1998-01-06,USGS,02234000,,6410,8.22,,
1998-01-07,USGS,02234000,,6350,8.15,,
1998-01-08,USGS,02234000,,5950,8.13,,
1998-01-09,USGS,02234000,,5710,8.13,,
1998-01-10,USGS,02234000,,5780,8.08,,
1998-01-11,USGS,02234000,,5860,8.04,,
1998-01-12,USGS,02234000,,6020,8.01,,
1998-01-13,USGS,02234000,,5880,7.96,,
1998-01-14,USGS,02234000,,5760,7.91,,
1998-01-15,USGS,02234000,,5560,7.87,,
1998-01-16,USGS,02234000,,4530,7.84,,
1998-01-17,USGS,02234000,,5070,7.79,,
1998-01-18,USGS,02234000,,5210,7.74,,
1998-01-19,USGS,02234000,,4890,7.68,,
1998-01-20,USGS,02234000,,5040,7.62,,
1998-01-21,USGS,02234000,,5150,7.56,,
1998-01-22,USGS,02234000,,5250,7.50,,
1998-01-23,USGS,02234000,,4870,7.44,,
1998-01-24,USGS,02234000,,4520,7.38,,
1998-01-25,USGS,02234000,,4760,7.29,,
1998-01-26,USGS,02234000,,4940,7.24,,
1998-01-27,USGS,02234000,,4570,7.19,,
1998-01-28,USGS,02234000,,4230,7.10,,
1998-01-29,USGS,02234000,,4770,7.05,,
1998-01-30,USGS,02234000,,4610,6.99,,
1998-01-31,USGS,02234000,,4580,6.92,,
1998-02-01,USGS,02234000,,4710,6.85,,
1998-02-02,USGS,02234000,,5000,6.81,,
1998-02-03,USGS,02234000,,4640,6.87,,
1998-02-04,USGS,02234000,,3110,6.79,,
1998-02-05,USGS,02234000,,4500,6.78,,
1998-02-06,USGS,02234000,,4700,6.78,,
1998-02-07,USGS,02234000,,4400,6.77,,
1998-02-08,USGS,02234000,,4370,6.75,,
1998-02-09,USGS,02234000,,4760,6.73,,
1998-02-10,USGS,02234000,,4820,6.71,,
1998-02-11,USGS,02234000,,4790,6.69,,
1998-02-12,USGS,02234000,,4450,6.64,,
1998-02-13,USGS,02234000,,4500,6.60,,
1998-02-14,USGS,02234000,,4520,6.57,,
1998-02-15,USGS,02234000,,4830,6.55,,
1998-02-16,USGS,02234000,,5100,6.78,,
1998-02-17,USGS,02234000,,5050,7.26,,
1998-02-18,USGS,02234000,,5590,7.51,,
1998-02-19,USGS,02234000,,5980,7.70,,
1998-02-20,USGS,02234000,,6480,8.06,,
1998-02-21,USGS,02234000,,6750,8.29,,
1998-02-22,USGS,02234000,,7180,8.44,,
1998-02-23,USGS,02234000,,5570,8.58,,
1998-02-24,USGS,02234000,,6770,8.63,,
1998-02-25,USGS,02234000,,7130,8.73,,
1998-02-26,USGS,02234000,,7170,8.77,,
1998-02-27,USGS,02234000,,6930,8.78,,
1998-02-28,USGS,02234000,,6590,8.78,,
1998-03-01,USGS,02234000,,6560,8.83,,
1998-03-02,USGS,02234000,,5960,8.82,,
1998-03-03,USGS,02234000,,6150,8.79,,
1998-03-04,USGS,02234000,,6550,8.77,,
1998-03-05,USGS,02234000,,6470,8.75,,
1998-03-06,USGS,02234000,,6410,8.71,,
1998-03-07,USGS,02234000,,6600,8.66,,
1998-03-08,USGS,02234000,,6340,8.60,,
1998-03-09,USGS,02234000,,4700,8.76,,
1998-03-10,USGS,02234000,,5260,8.79,,
1998-03-11,USGS,02234000,,5840,8.77,,
1998-03-12,USGS,02234000,,5640,8.72,,
1998-03-13,USGS,02234000,,6240,8.68,,
1998-03-14,USGS,02234000,,6170,8.63,,
1998-03-15,USGS,02234000,,6130,8.58,,
1998-03-16,USGS,02234000,,6020,8.49,,
1998-03-17,USGS,02234000,,5980,8.41,,
1998-03-18,USGS,02234000,,6020,8.33,,
1998-03-19,USGS,02234000,,5550,8.30,,
1998-03-20,USGS,02234000,,5570,8.34,,
1998-03-21,USGS,02234000,,4820,8.29,,
1998-03-22,USGS,02234000,,5800,8.27,,
1998-03-23,USGS,02234000,,5890,8.25,,
1998-03-24,USGS,02234000,,5980,8.22,,
1998-03-25,USGS,02234000,,5860,8.18,,
1998-03-26,USGS,02234000,,5760,8.12,,
1998-03-27,USGS,02234000,,5690,8.05,,
1998-03-28,USGS,02234000,,5610,7.98,,
1998-03-29,USGS,02234000,,5410,7.91,,
1998-03-30,USGS,02234000,,5460,7.84,,
1998-03-31,USGS,02234000,,5460,7.78,,
1998-04-01,USGS,02234000,,5250,7.69,,
1998-04-02,USGS,02234000,,5200,7.62,,
1998-04-03,USGS,02234000,,5010,7.53,,
1998-04-04,USGS,02234000,,4440,7.43,,
1998-04-05,USGS,02234000,,4660,7.33,,
1998-04-06,USGS,02234000,,5070,7.25,,
1998-04-07,USGS,02234000,,4980,7.17,,
1998-04-08,USGS,02234000,,4640,7.09,,
1998-04-09,USGS,02234000,,4230,6.99,,
1998-04-10,USGS,02234000,,4010,6.90,,
1998-04-11,USGS,02234000,,4110,6.80,,
1998-04-12,USGS,02234000,,4620,6.71,,
1998-04-13,USGS,02234000,,4570,6.61,,
1998-04-14,USGS,02234000,,4290,6.53,,
1998-04-15,USGS,02234000,,4330,6.45,,
1998-04-16,USGS,02234000,,4370,6.37,,
1998-04-17,USGS,02234000,,4290,6.28,,
1998-04-18,USGS,02234000,,4230,6.20,,
1998-04-19,USGS,02234000,,3960,6.11,,
1998-04-20,USGS,02234000,,3870,6.02,,
1998-04-21,USGS,02234000,,3980,5.94,,
1998-04-22,USGS,02234000,,3590,5.83,,
1998-04-23,USGS,02234000,,3450,5.73,,
1998-04-24,USGS,02234000,,3730,5.64,,
1998-04-25,USGS,02234000,,3830,5.57,,
1998-04-26,USGS,02234000,,3720,5.49,,
1998-04-27,USGS,02234000,,3690,5.40,,
1998-04-28,USGS,02234000,,3580,5.30,,
1998-04-29,USGS,02234000,,3660,5.23,,
1998-04-30,USGS,02234000,,3340,5.16,,
1998-05-01,USGS,02234000,,3190,5.08,,
1998-05-02,USGS,02234000,,3120,4.99,,
1998-05-03,USGS,02234000,,3090,4.92,,
1998-05-04,USGS,02234000,,3030,4.83,,
1998-05-05,USGS,02234000,,2920,4.77,,
1998-05-06,USGS,02234000,,3060,4.70,,
1998-05-07,USGS,02234000,,2950,4.61,,
1998-05-08,USGS,02234000,,2700,4.52,,
1998-05-09,USGS,02234000,,2670,4.45,,
1998-05-10,USGS,02234000,,2620,4.37,,
1998-05-11,USGS,02234000,,2550,4.27,,
1998-05-12,USGS,02234000,,2590,4.19,,
1998-05-13,USGS,02234000,,2570,4.09,,
1998-05-14,USGS,02234000,,2530,3.98,,
1998-05-15,USGS,02234000,,2430,3.87,,
1998-05-16,USGS,02234000,,2400,3.77,,
1998-05-17,USGS,02234000,,2250,3.67,,
1998-05-18,USGS,02234000,,2080,3.56,,
1998-05-19,USGS,02234000,,2080,3.47,,
1998-05-20,USGS,02234000,,2060,3.39,,
1998-05-21,USGS,02234000,,1920,3.31,,
1998-05-22,USGS,02234000,,1850,3.23,,
1998-05-23,USGS,02234000,,1830,3.16,,
1998-05-24,USGS,02234000,,1820,3.08,,
1998-05-25,USGS,02234000,,1760,3.00,,
1998-05-26,USGS,02234000,,1670,2.91,,
1998-05-27,USGS,02234000,,1580,2.83,,
1998-05-28,USGS,02234000,,1560,2.76,,
1998-05-29,USGS,02234000,,1580,2.72,,
1998-05-30,USGS,02234000,,1520,2.64,,
1998-05-31,USGS,02234000,,1520,2.57,,
1998-06-01,USGS,02234000,,1380,2.51,,
1998-06-02,USGS,02234000,,1320,2.43,,
1998-06-03,USGS,02234000,,1270,2.37,,
1998-06-04,USGS,02234000,,1250,2.29,,
1998-06-05,USGS,02234000,,1180,2.20,,
1998-06-06,USGS,02234000,,1120,2.11,,
1998-06-07,USGS,02234000,,1180,2.02,,
1998-06-08,USGS,02234000,,1160,1.92,,
1998-06-09,USGS,02234000,,1110,1.81,,
1998-06-10,USGS,02234000,,1050,1.75,,
1998-06-11,USGS,02234000,,984,1.66,,
1998-06-12,USGS,02234000,,965,1.60,,
1998-06-13,USGS,02234000,,891,1.52,,
1998-06-14,USGS,02234000,,892,1.44,,
1998-06-15,USGS,02234000,,818,1.36,,
1998-06-16,USGS,02234000,,769,1.25,,
1998-06-17,USGS,02234000,,751,1.17,,
1998-06-18,USGS,02234000,,756,1.06,,
1998-06-19,USGS,02234000,,709,0.97,,
1998-06-20,USGS,02234000,,682,0.89,,
1998-06-21,USGS,02234000,,654,0.83,,
1998-06-22,USGS,02234000,,624,0.73,,
1998-06-23,USGS,02234000,,573,0.65,,
1998-06-24,USGS,02234000,,529,0.59,,
1998-06-25,USGS,02234000,,447,0.56,,
1998-06-26,USGS,02234000,,397,0.55,,
1998-06-27,USGS,02234000,,380,0.56,,
1998-06-28,USGS,02234000,,348,0.55,,
1998-06-29,USGS,02234000,,305,0.55,,
1998-06-30,USGS,02234000,,256,0.57,,
1998-07-01,USGS,02234000,,136,0.62,,
1998-07-02,USGS,02234000,,234,0.62,,
1998-07-03,USGS,02234000,,224,0.57,,
1998-07-04,USGS,02234000,,225,0.51,,
1998-07-05,USGS,02234000,,215,0.45,,
1998-07-06,USGS,02234000,,175,0.45,,
1998-07-07,USGS,02234000,,384,0.54,,
1998-07-08,USGS,02234000,,454,0.59,,
1998-07-09,USGS,02234000,,510,0.69,,
1998-07-10,USGS,02234000,,377,0.68,,
1998-07-11,USGS,02234000,,354,0.66,,
1998-07-12,USGS,02234000,,414,0.64,,
1998-07-13,USGS,02234000,,385,0.64,,
1998-07-14,USGS,02234000,,509,0.75,,
1998-07-15,USGS,02234000,,574,1.00,,
1998-07-16,USGS,02234000,,584,1.14,,
1998-07-17,USGS,02234000,,659,1.21,,
1998-07-18,USGS,02234000,,707,1.21,,
1998-07-19,USGS,02234000,,762,1.24,,
1998-07-20,USGS,02234000,,813,,,
1998-07-21,USGS,02234000,,687,,,
1998-07-22,USGS,02234000,,670,1.18,,
1998-07-23,USGS,02234000,,637,1.09,,
1998-07-24,USGS,02234000,,622,1.01,,
1998-07-25,USGS,02234000,,587,0.91,,
1998-07-26,USGS,02234000,,546,0.85,,
1998-07-27,USGS,02234000,,545,0.80,,
1998-07-28,USGS,02234000,,511,0.71,,
1998-07-29,USGS,02234000,,445,0.64,,
1998-07-30,USGS,02234000,,541,0.64,,
1998-07-31,USGS,02234000,,560,0.62,,
1998-08-01,USGS,02234000,,532,0.59,,
1998-08-02,USGS,02234000,,557,0.58,,
1998-08-03,USGS,02234000,,562,0.61,,
1998-08-04,USGS,02234000,,653,0.77,,
1998-08-05,USGS,02234000,,794,1.03,,
1998-08-06,USGS,02234000,,934,1.26,,
1998-08-07,USGS,02234000,,1210,1.53,,
1998-08-08,USGS,02234000,,1420,1.80,,
1998-08-09,USGS,02234000,,1620,2.01,,
1998-08-10,USGS,02234000,,1650,2.15,,
1998-08-11,USGS,02234000,,1680,2.28,,
1998-08-12,USGS,02234000,,1710,2.33,,
1998-08-13,USGS,02234000,,1670,2.37,,
1998-08-14,USGS,02234000,,1590,2.36,,
1998-08-15,USGS,02234000,,1520,2.33,,
1998-08-16,USGS,02234000,,1560,2.32,,
1998-08-17,USGS,02234000,,1460,2.27,,
1998-08-18,USGS,02234000,,1380,2.21,,
1998-08-19,USGS,02234000,,1320,2.13,,
1998-08-20,USGS,02234000,,1210,2.06,,
1998-08-21,USGS,02234000,,1150,2.05,,
1998-08-22,USGS,02234000,,1270,2.11,,
1998-08-23,USGS,02234000,,1410,2.20,,
1998-08-24,USGS,02234000,,1490,2.26,,
1998-08-25,USGS,02234000,,1450,2.29,,
1998-08-26,USGS,02234000,,1350,2.30,,
1998-08-27,USGS,02234000,,1330,2.28,,
1998-08-28,USGS,02234000,,1250,2.22,,
1998-08-29,USGS,02234000,,1180,2.16,,
1998-08-30,USGS,02234000,,1100,2.09,,
1998-08-31,USGS,02234000,,1130,2.02,,
1998-09-01,USGS,02234000,,1080,1.97,,
1998-09-02,USGS,02234000,,1110,1.92,,
1998-09-03,USGS,02234000,,992,1.88,,
1998-09-04,USGS,02234000,,1080,1.85,,
1998-09-05,USGS,02234000,,1110,1.81,,
1998-09-06,USGS,02234000,,1100,1.78,,
1998-09-07,USGS,02234000,,1080,1.75,,
1998-09-08,USGS,02234000,,1040,1.73,,
1998-09-09,USGS,02234000,,1090,1.68,,
1998-09-10,USGS,02234000,,1090,1.65,,
1998-09-11,USGS,02234000,,1070,1.62,,
1998-09-12,USGS,02234000,,1030,1.60,,
1998-09-13,USGS,02234000,,1020,1.59,,
1998-09-14,USGS,02234000,,960,1.58,,
1998-09-15,USGS,02234000,,962,1.54,,
1998-09-16,USGS,02234000,,974,1.62,,
1998-09-17,USGS,02234000,,1100,1.76,,
1998-09-18,USGS,02234000,,1300,1.99,,
1998-09-19,USGS,02234000,,1540,2.33,,
1998-09-20,USGS,02234000,,1810,2.59,,
1998-09-21,USGS,02234000,,2150,2.86,,
1998-09-22,USGS,02234000,,2410,3.11,,
1998-09-23,USGS,02234000,,2750,3.34,,
1998-09-24,USGS,02234000,,3140,3.75,,
1998-09-25,USGS,02234000,,3250,4.15,,
1998-09-26,USGS,02234000,,3410,4.49,,
1998-09-27,USGS,02234000,,3550,4.79,,
1998-09-28,USGS,02234000,,3650,4.96,,
1998-09-29,USGS,02234000,,3550,5.06,,
1998-09-30,USGS,02234000,,3340,5.08,,
1998-10-01,USGS,02234000,,3050,5.07,,
1998-10-02,USGS,02234000,,3040,5.04,,
1998-10-03,USGS,02234000,,3020,5.01,,
1998-10-04,USGS,02234000,,3100,5.24,,
1998-10-05,USGS,02234000,,3050,5.24,,
1998-10-06,USGS,02234000,,3070,5.19,,
1998-10-07,USGS,02234000,,3020,5.14,,
1998-10-08,USGS,02234000,,2890,5.06,,
1998-10-09,USGS,02234000,,2750,4.99,,
1998-10-10,USGS,02234000,,2670,4.92,,
1998-10-11,USGS,02234000,,2560,4.83,,
1998-10-12,USGS,02234000,,2560,4.75,,
1998-10-13,USGS,02234000,,2410,4.65,,
1998-10-14,USGS,02234000,,2370,4.57,,
1998-10-15,USGS,02234000,,2400,4.50,,
1998-10-16,USGS,02234000,,2360,4.43,,
1998-10-17,USGS,02234000,,2330,4.36,,
1998-10-18,USGS,02234000,,2290,4.31,,
1998-10-19,USGS,02234000,,2200,4.24,,
1998-10-20,USGS,02234000,,2320,4.29,,
1998-10-21,USGS,02234000,,2990,4.56,,
1998-10-22,USGS,02234000,,2580,4.55,,
1998-10-23,USGS,02234000,,2630,4.51,,
1998-10-24,USGS,02234000,,2620,4.48,,
1998-10-25,USGS,02234000,,2530,4.43,,
1998-10-26,USGS,02234000,,2500,4.37,,
1998-10-27,USGS,02234000,,2390,4.30,,
1998-10-28,USGS,02234000,,2270,4.24,,
1998-10-29,USGS,02234000,,2140,4.17,,
1998-10-30,USGS,02234000,,2080,4.09,,
1998-10-31,USGS,02234000,,2020,4.02,,
1998-11-01,USGS,02234000,,2000,3.94,,
1998-11-02,USGS,02234000,,1900,3.85,,
1998-11-03,USGS,02234000,,1800,3.77,,
1998-11-04,USGS,02234000,,1730,3.73,,
1998-11-05,USGS,02234000,,1700,3.79,,
1998-11-06,USGS,02234000,,2050,3.80,,
1998-11-07,USGS,02234000,,2070,3.77,,
1998-11-08,USGS,02234000,,2040,3.73,,
1998-11-09,USGS,02234000,,1960,3.69,,
1998-11-10,USGS,02234000,,1910,3.63,,
1998-11-11,USGS,02234000,,1760,3.57,,
1998-11-12,USGS,02234000,,1700,3.51,,
1998-11-13,USGS,02234000,,1700,3.45,,
1998-11-14,USGS,02234000,,1640,3.39,,
1998-11-15,USGS,02234000,,1590,3.32,,
1998-11-16,USGS,02234000,,1570,3.25,,
1998-11-17,USGS,02234000,,1500,3.19,,
1998-11-18,USGS,02234000,,1520,3.13,,
1998-11-19,USGS,02234000,,1480,3.06,,
1998-11-20,USGS,02234000,,1380,3.00,,
1998-11-21,USGS,02234000,,1360,2.93,,
1998-11-22,USGS,02234000,,1390,2.86,,
1998-11-23,USGS,02234000,,1340,2.78,,
1998-11-24,USGS,02234000,,1290,2.71,,
1998-11-25,USGS,02234000,,1250,2.64,,
1998-11-26,USGS,02234000,,1200,2.59,,
1998-11-27,USGS,02234000,,1170,2.52,,
1998-11-28,USGS,02234000,,1120,2.44,,
1998-11-29,USGS,02234000,,1080,2.38,,
1998-11-30,USGS,02234000,,1040,2.31,,
1998-12-01,USGS,02234000,,1010,2.24,,
1998-12-02,USGS,02234000,,1010,2.17,,
1998-12-03,USGS,02234000,,966,2.11,,
1998-12-04,USGS,02234000,,907,2.04,,
1998-12-05,USGS,02234000,,864,1.98,,
1998-12-06,USGS,02234000,,841,1.91,,
1998-12-07,USGS,02234000,,798,1.84,,
1998-12-08,USGS,02234000,,785,1.79,,
1998-12-09,USGS,02234000,,783,1.75,,
1998-12-10,USGS,02234000,,779,1.68,,
1998-12-11,USGS,02234000,,773,1.62,,
1998-12-12,USGS,02234000,,735,1.57,,
1998-12-13,USGS,02234000,,637,1.52,,
1998-12-14,USGS,02234000,,650,1.53,,
1998-12-15,USGS,02234000,,755,1.54,,
1998-12-16,USGS,02234000,,685,1.57,,
1998-12-17,USGS,02234000,,607,1.59,,
1998-12-18,USGS,02234000,,684,1.60,,
1998-12-19,USGS,02234000,,602,1.58,,
1998-12-20,USGS,02234000,,614,1.58,,
1998-12-21,USGS,02234000,,638,1.56,,
1998-12-22,USGS,02234000,,623,1.53,,
1998-12-23,USGS,02234000,,626,1.50,,
1998-12-24,USGS,02234000,,599,1.47,,
1998-12-25,USGS,02234000,,605,1.44,,
1998-12-26,USGS,02234000,,577,1.43,,
1998-12-27,USGS,02234000,,648,1.47,,
1998-12-28,USGS,02234000,,592,1.52,,
1998-12-29,USGS,02234000,,426,1.58,,
1998-12-30,USGS,02234000,,488,1.63,,
1998-12-31,USGS,02234000,,536,1.62,,
1999-01-01,USGS,02234000,,570,1.60,,
1999-01-02,USGS,02234000,,514,1.55,,
1999-01-03,USGS,02234000,,425,1.65,,
1999-01-04,USGS,02234000,,571,1.68,,
1999-01-05,USGS,02234000,,612,1.72,,
1999-01-06,USGS,02234000,,716,1.72,,
1999-01-07,USGS,02234000,,683,1.69,,
1999-01-08,USGS,02234000,,596,1.64,,
1999-01-09,USGS,02234000,,478,1.61,,
1999-01-10,USGS,02234000,,569,1.62,,
1999-01-11,USGS,02234000,,658,1.60,,
1999-01-12,USGS,02234000,,631,1.58,,
1999-01-13,USGS,02234000,,524,1.53,,
1999-01-14,USGS,02234000,,482,1.46,,
1999-01-15,USGS,02234000,,455,1.40,,
1999-01-16,USGS,02234000,,467,1.33,,
1999-01-17,USGS,02234000,,379,1.25,,
1999-01-18,USGS,02234000,,343,1.21,,
1999-01-19,USGS,02234000,,444,1.18,,
1999-01-20,USGS,02234000,,420,1.14,,
1999-01-21,USGS,02234000,,385,1.10,,
1999-01-22,USGS,02234000,,374,1.03,,
1999-01-23,USGS,02234000,,282,0.96,,
1999-01-24,USGS,02234000,,268,1.06,,
1999-01-25,USGS,02234000,,423,1.16,,
1999-01-26,USGS,02234000,,430,1.20,,
1999-01-27,USGS,02234000,,431,1.22,,
1999-01-28,USGS,02234000,,393,1.22,,
1999-01-29,USGS,02234000,,403,1.21,,
1999-01-30,USGS,02234000,,356,1.20,,
1999-01-31,USGS,02234000,,376,1.20,,
1999-02-01,USGS,02234000,,375,1.21,,
1999-02-02,USGS,02234000,,305,1.27,,
1999-02-03,USGS,02234000,,346,1.37,,
1999-02-04,USGS,02234000,,381,1.48,,
1999-02-05,USGS,02234000,,498,1.54,,
1999-02-06,USGS,02234000,,515,1.55,,
1999-02-07,USGS,02234000,,428,1.55,,
1999-02-08,USGS,02234000,,470,1.55,,
1999-02-09,USGS,02234000,,502,1.53,,
1999-02-10,USGS,02234000,,498,1.49,,
1999-02-11,USGS,02234000,,505,1.45,,
1999-02-12,USGS,02234000,,405,1.40,,
1999-02-13,USGS,02234000,,397,1.43,,
1999-02-14,USGS,02234000,,480,1.46,,
1999-02-15,USGS,02234000,,513,1.46,,
1999-02-16,USGS,02234000,,393,1.44,,
1999-02-17,USGS,02234000,,337,1.40,,
1999-02-18,USGS,02234000,,281,1.38,,
1999-02-19,USGS,02234000,,248,1.37,,
1999-02-20,USGS,02234000,,330,1.36,,
1999-02-21,USGS,02234000,,306,1.30,,
1999-02-22,USGS,02234000,,271,1.34,,
1999-02-23,USGS,02234000,,338,1.40,,
1999-02-24,USGS,02234000,,250,1.45,,
1999-02-25,USGS,02234000,,267,1.48,,
1999-02-26,USGS,02234000,,246,1.48,,
1999-02-27,USGS,02234000,,243,1.47,,
1999-02-28,USGS,02234000,,171,1.47,,
1999-03-01,USGS,02234000,,229,1.51,,
1999-03-02,USGS,02234000,,275,1.46,,
1999-03-03,USGS,02234000,,196,1.38,,
1999-03-04,USGS,02234000,,275,1.35,,
1999-03-05,USGS,02234000,,264,1.25,,
1999-03-06,USGS,02234000,,244,1.19,,
1999-03-07,USGS,02234000,,230,1.14,,
1999-03-08,USGS,02234000,,279,1.04,,
1999-03-09,USGS,02234000,,213,0.96,,
1999-03-10,USGS,02234000,,180,0.98,,
1999-03-11,USGS,02234000,,204,0.98,,
1999-03-12,USGS,02234000,,209,0.94,,
1999-03-13,USGS,02234000,,193,0.90,,
1999-03-14,USGS,02234000,,157,0.88,,
1999-03-15,USGS,02234000,,153,1.03,,
1999-03-16,USGS,02234000,,259,1.08,,
1999-03-17,USGS,02234000,,245,1.04,,
1999-03-18,USGS,02234000,,207,0.99,,
1999-03-19,USGS,02234000,,202,0.96,,
1999-03-20,USGS,02234000,,200,0.90,,
1999-03-21,USGS,02234000,,140,0.88,,
1999-03-22,USGS,02234000,,191,0.88,,
1999-03-23,USGS,02234000,,194,0.82,,
1999-03-24,USGS,02234000,,185,0.76,,
1999-03-25,USGS,02234000,,162,0.72,,
1999-03-26,USGS,02234000,,166,0.70,,
1999-03-27,USGS,02234000,,178,0.67,,
1999-03-28,USGS,02234000,,175,0.63,,
1999-03-29,USGS,02234000,,167,0.63,,
1999-03-30,USGS,02234000,,167,0.61,,
1999-03-31,USGS,02234000,,142,0.51,,
1999-04-01,USGS,02234000,,137,0.50,,
1999-04-02,USGS,02234000,,154,0.54,,
1999-04-03,USGS,02234000,,177,0.54,,
1999-04-04,USGS,02234000,,174,0.51,,
1999-04-05,USGS,02234000,,165,0.49,,
1999-04-06,USGS,02234000,,161,0.45,,
1999-04-07,USGS,02234000,,155,0.41,,
1999-04-08,USGS,02234000,,133,0.43,,
1999-04-09,USGS,02234000,,119,0.46,,
1999-04-10,USGS,02234000,,151,0.46,,
1999-04-11,USGS,02234000,,134,0.41,,
1999-04-12,USGS,02234000,,141,0.40,,
1999-04-13,USGS,02234000,,149,0.39,,
1999-04-14,USGS,02234000,,143,0.36,,
1999-04-15,USGS,02234000,,67.0,0.37,,
1999-04-16,USGS,02234000,,105,0.47,,
1999-04-17,USGS,02234000,,141,0.55,,
1999-04-18,USGS,02234000,,143,0.62,,
1999-04-19,USGS,02234000,,158,0.60,,
1999-04-20,USGS,02234000,,165,0.57,,
1999-04-21,USGS,02234000,,159,0.50,,
1999-04-22,USGS,02234000,,159,0.42,,
1999-04-23,USGS,02234000,,150,0.33,,
1999-04-24,USGS,02234000,,139,0.26,,
1999-04-25,USGS,02234000,,129,0.22,,
1999-04-26,USGS,02234000,,141,0.21,,
1999-04-27,USGS,02234000,,111,0.27,,
1999-04-28,USGS,02234000,,106,0.36,,
1999-04-29,USGS,02234000,,117,0.53,,
1999-04-30,USGS,02234000,,138,0.66,,
1999-05-01,USGS,02234000,,120,0.82,,
1999-05-02,USGS,02234000,,169,0.94,,
1999-05-03,USGS,02234000,,144,1.07,,
1999-05-04,USGS,02234000,,136,1.17,,
1999-05-05,USGS,02234000,,110,1.22,,
1999-05-06,USGS,02234000,,179,1.20,,
1999-05-07,USGS,02234000,,147,1.19,,
1999-05-08,USGS,02234000,,175,1.16,,
1999-05-09,USGS,02234000,,170,1.13,,
1999-05-10,USGS,02234000,,197,1.07,,
1999-05-11,USGS,02234000,,208,0.98,,
1999-05-12,USGS,02234000,,205,0.93,,
1999-05-13,USGS,02234000,,194,0.95,,
1999-05-14,USGS,02234000,,183,0.93,,
1999-05-15,USGS,02234000,,181,0.92,,
1999-05-16,USGS,02234000,,189,0.89,,
1999-05-17,USGS,02234000,,173,0.93,,
1999-05-18,USGS,02234000,,170,1.01,,
1999-05-19,USGS,02234000,,190,1.28,,
1999-05-20,USGS,02234000,,212,1.23,,
1999-05-21,USGS,02234000,,215,1.21,,
1999-05-22,USGS,02234000,,195,1.19,,
1999-05-23,USGS,02234000,,202,1.16,,
1999-05-24,USGS,02234000,,153,1.13,,
1999-05-25,USGS,02234000,,191,1.10,,
1999-05-26,USGS,02234000,,181,1.03,,
1999-05-27,USGS,02234000,,188,0.94,,
1999-05-28,USGS,02234000,,190,0.86,,
1999-05-29,USGS,02234000,,192,0.79,,
1999-05-30,USGS,02234000,,198,0.74,,
1999-05-31,USGS,02234000,,185,0.65,,
1999-06-01,USGS,02234000,,170,0.58,,
1999-06-02,USGS,02234000,,159,0.55,,
1999-06-03,USGS,02234000,,156,0.54,,
1999-06-04,USGS,02234000,,149,0.55,,
1999-06-05,USGS,02234000,,170,0.54,,
1999-06-06,USGS,02234000,,165,0.48,,
1999-06-07,USGS,02234000,,165,0.45,,
1999-06-08,USGS,02234000,,162,0.47,,
1999-06-09,USGS,02234000,,157,0.50,,
1999-06-10,USGS,02234000,,154,0.59,,
1999-06-11,USGS,02234000,,287,0.88,,
