,agency_cd,site_no,Dissolved_oxygen_mpl_Mean,Gage_height_feet_Mean,Discharge_cfs_Mean,Dissolved_oxygen_mpl_Maximum,Dissolved_oxygen_mpl_Minimum
2008-09-28,USGS,02234500,,6.49,9260,,
2008-09-29,USGS,02234500,,6.43,9300,,
2008-09-30,USGS,02234500,,6.38,9230,,
2008-10-01,USGS,02234500,,6.16,8970,,
2008-10-02,USGS,02234500,,6.07,8840,,
2008-10-03,USGS,02234500,,5.98,8650,,
2008-10-04,USGS,02234500,,5.88,8560,,
2008-10-05,USGS,02234500,,5.79,8400,,
2008-10-06,USGS,02234500,,5.74,8480,,
2008-10-07,USGS,02234500,,5.65,8460,,
2008-10-08,USGS,02234500,,5.58,8270,,
2008-10-09,USGS,02234500,,5.59,8190,,
2008-10-10,USGS,02234500,,5.75,8500,,
2008-10-11,USGS,02234500,,5.73,8570,,
2008-10-12,USGS,02234500,,5.71,8630,,
2008-10-13,USGS,02234500,,5.68,8500,,
2008-10-14,USGS,02234500,,5.63,8260,,
2008-10-15,USGS,02234500,,5.57,8180,,
2008-10-16,USGS,02234500,,5.51,8140,,
2008-10-17,USGS,02234500,,5.46,8070,,
2008-10-18,USGS,02234500,,5.40,7850,,
2008-10-19,USGS,02234500,,5.33,7610,,
2008-10-20,USGS,02234500,,5.26,7610,,
2008-10-21,USGS,02234500,,5.20,7550,,
2008-10-22,USGS,02234500,,5.14,7440,,
2008-10-23,USGS,02234500,,5.09,7420,,
2008-10-24,USGS,02234500,,5.10,7200,,
2008-10-25,USGS,02234500,,5.06,7000,,
2008-10-26,USGS,02234500,,4.98,6790,,
2008-10-27,USGS,02234500,,4.91,6520,,
2008-10-28,USGS,02234500,,4.80,6030,,
2008-10-29,USGS,02234500,,4.74,6260,,
2008-10-30,USGS,02234500,,4.68,6260,,
2008-10-31,USGS,02234500,,4.62,6250,,
2008-11-01,USGS,02234500,,4.55,6100,,
2008-11-02,USGS,02234500,,4.49,6150,,
2008-11-03,USGS,02234500,,4.43,5870,,
2008-11-04,USGS,02234500,,4.35,5720,,
2008-11-05,USGS,02234500,,4.29,5610,,
2008-11-06,USGS,02234500,,4.24,5480,,
2008-11-07,USGS,02234500,,4.18,5540,,
2008-11-08,USGS,02234500,,4.11,5510,,
2008-11-09,USGS,02234500,,4.03,5100,,
2008-11-10,USGS,02234500,,3.96,4980,,
2008-11-11,USGS,02234500,,3.88,4890,,
2008-11-12,USGS,02234500,,3.80,4910,,
2008-11-13,USGS,02234500,,3.73,5050,,
2008-11-14,USGS,02234500,,3.68,4810,,
2008-11-15,USGS,02234500,,3.61,4270,,
2008-11-16,USGS,02234500,,3.50,4150,,
2008-11-17,USGS,02234500,,3.43,4120,,
2008-11-18,USGS,02234500,,3.33,4060,,
2008-11-19,USGS,02234500,,3.24,4060,,
2008-11-20,USGS,02234500,,3.18,4030,,
2008-11-21,USGS,02234500,,3.12,3980,,
2008-11-22,USGS,02234500,,3.05,3830,,
2008-11-23,USGS,02234500,,2.99,3560,,
2008-11-24,USGS,02234500,,2.95,3500,,
2008-11-25,USGS,02234500,,2.90,3390,,
2008-11-26,USGS,02234500,,2.83,3200,,
2008-11-27,USGS,02234500,,2.76,3280,,
2008-11-28,USGS,02234500,,2.69,3230,,
2008-11-29,USGS,02234500,,2.61,3370,,
2008-11-30,USGS,02234500,,2.52,3350,,
2008-12-01,USGS,02234500,,2.45,3210,,
2008-12-02,USGS,02234500,,2.36,3080,,
2008-12-03,USGS,02234500,,2.29,3030,,
2008-12-04,USGS,02234500,,2.20,3040,,
2008-12-05,USGS,02234500,,2.13,2990,,
2008-12-06,USGS,02234500,,2.05,2880,,
2008-12-07,USGS,02234500,,1.94,2640,,
2008-12-08,USGS,02234500,,1.90,2640,,
2008-12-09,USGS,02234500,,1.86,2780,,
2008-12-10,USGS,02234500,,1.79,2570,,
2008-12-11,USGS,02234500,,1.75,2420,,
2008-12-12,USGS,02234500,,1.66,2080,,
2008-12-13,USGS,02234500,,1.61,2220,,
2008-12-14,USGS,02234500,,1.57,2310,,
2008-12-15,USGS,02234500,,1.52,2160,,
2008-12-16,USGS,02234500,,1.48,2090,,
2008-12-17,USGS,02234500,,1.45,2000,,
2008-12-18,USGS,02234500,,1.41,1880,,
2008-12-19,USGS,02234500,,1.35,1910,,
2008-12-20,USGS,02234500,,1.29,1900,,
2008-12-21,USGS,02234500,,1.22,1940,,
2008-12-22,USGS,02234500,,1.14,1520,,
2008-12-23,USGS,02234500,,1.12,1780,,
2008-12-24,USGS,02234500,,1.07,1800,,
2008-12-25,USGS,02234500,,1.03,1670,,
2008-12-26,USGS,02234500,,0.97,1840,,
2008-12-27,USGS,02234500,,0.88,1900,,
2008-12-28,USGS,02234500,,0.78,1800,,
2008-12-29,USGS,02234500,,0.68,1640,,
2008-12-30,USGS,02234500,,0.61,1490,,
2008-12-31,USGS,02234500,,0.52,1370,,
2009-01-01,USGS,02234500,,0.53,1180,,
2009-01-02,USGS,02234500,,0.48,1130,,
2009-01-03,USGS,02234500,,0.48,1120,,
2009-01-04,USGS,02234500,,0.45,1160,,
2009-01-05,USGS,02234500,,0.42,1100,,
2009-01-06,USGS,02234500,,0.38,1170,,
2009-01-07,USGS,02234500,,0.30,974,,
2009-01-08,USGS,02234500,,0.24,1060,,
2009-01-09,USGS,02234500,,0.17,1190,,
2009-01-10,USGS,02234500,,0.10,1300,,
2009-01-11,USGS,02234500,,0.05,1150,,
2009-01-12,USGS,02234500,,0.03,608,,
2009-01-13,USGS,02234500,,0.03,33.9,,
2009-01-14,USGS,02234500,,0.15,-76.6,,
2009-01-15,USGS,02234500,,0.20,-173,,
2009-01-16,USGS,02234500,,0.25,-555,,
2009-01-17,USGS,02234500,,0.34,20.2,,
2009-01-18,USGS,02234500,,0.32,522,,
2009-01-19,USGS,02234500,,0.26,683,,
2009-01-20,USGS,02234500,,0.13,-47.4,,
2009-01-21,USGS,02234500,,0.17,278,,
2009-01-22,USGS,02234500,,0.18,702,,
2009-01-23,USGS,02234500,,0.16,731,,
2009-01-24,USGS,02234500,,0.12,768,,
2009-01-25,USGS,02234500,,0.07,783,,
2009-01-26,USGS,02234500,,0.04,676,,
2009-01-27,USGS,02234500,,0.07,593,,
2009-01-28,USGS,02234500,,0.09,309,,
2009-01-29,USGS,02234500,,0.11,-40.2,,
2009-01-30,USGS,02234500,,0.25,-819,,
2009-01-31,USGS,02234500,,0.37,-522,,
2009-02-01,USGS,02234500,,0.38,477,,
2009-02-02,USGS,02234500,,0.36,519,,
2009-02-03,USGS,02234500,,0.36,-550,,
2009-02-04,USGS,02234500,,0.40,-498,,
2009-02-05,USGS,02234500,,0.51,-77.2,,
2009-02-06,USGS,02234500,,0.49,613,,
2009-02-07,USGS,02234500,,0.46,664,,
2009-02-08,USGS,02234500,,0.42,702,,
2009-02-09,USGS,02234500,,0.37,834,,
2009-02-10,USGS,02234500,,0.31,807,,
2009-02-11,USGS,02234500,,0.25,806,,
2009-02-12,USGS,02234500,,0.20,449,,
2009-02-13,USGS,02234500,,0.17,574,,
2009-02-14,USGS,02234500,,0.12,392,,
2009-02-15,USGS,02234500,,0.11,287,,
2009-02-16,USGS,02234500,,0.13,-650,,
2009-02-17,USGS,02234500,,0.23,50.9,,
2009-02-18,USGS,02234500,,0.19,337,,
2009-02-19,USGS,02234500,,0.11,528,,
2009-02-20,USGS,02234500,,0.09,-312,,
2009-02-21,USGS,02234500,,0.10,533,,
2009-02-22,USGS,02234500,,0.06,68.9,,
2009-02-23,USGS,02234500,,0.12,-602,,
2009-02-24,USGS,02234500,,0.15,87.7,,
2009-02-25,USGS,02234500,,0.17,132,,
2009-02-26,USGS,02234500,,0.18,208,,
2009-02-27,USGS,02234500,,0.16,281,,
2009-02-28,USGS,02234500,,0.11,356,,
2009-03-01,USGS,02234500,,-0.04,-179,,
2009-03-02,USGS,02234500,,-0.03,-183,,
2009-03-03,USGS,02234500,,-0.02,-214,,
2009-03-04,USGS,02234500,,0.06,-200,,
2009-03-05,USGS,02234500,,0.15,-102,,
2009-03-06,USGS,02234500,,0.16,222,,
2009-03-07,USGS,02234500,,0.14,422,,
2009-03-08,USGS,02234500,,0.08,456,,
2009-03-09,USGS,02234500,,0.02,228,,
2009-03-10,USGS,02234500,,-0.01,496,,
2009-03-11,USGS,02234500,,-0.03,426,,
2009-03-12,USGS,02234500,,-0.03,302,,
2009-03-13,USGS,02234500,,-0.02,-34.0,,
2009-03-14,USGS,02234500,,0.06,-571,,
2009-03-15,USGS,02234500,,0.16,-736,,
2009-03-16,USGS,02234500,,0.21,-842,,
2009-03-17,USGS,02234500,,0.27,-627,,
2009-03-18,USGS,02234500,,0.35,-583,,
2009-03-19,USGS,02234500,,0.44,-850,,
2009-03-20,USGS,02234500,,0.51,-859,,
2009-03-21,USGS,02234500,,0.63,-993,,
2009-03-22,USGS,02234500,,0.76,-1440,,
2009-03-23,USGS,02234500,,0.94,-987,,
2009-03-24,USGS,02234500,,0.97,20.3,,
2009-03-25,USGS,02234500,,0.90,563,,
2009-03-26,USGS,02234500,,0.82,841,,
2009-03-27,USGS,02234500,,0.69,865,,
2009-03-28,USGS,02234500,,0.57,962,,
2009-03-29,USGS,02234500,,0.47,484,,
2009-03-30,USGS,02234500,,0.43,395,,
2009-03-31,USGS,02234500,,0.40,563,,
2009-04-01,USGS,02234500,,0.40,151,,
2009-04-02,USGS,02234500,,0.44,296,,
2009-04-03,USGS,02234500,,0.41,-272,,
2009-04-04,USGS,02234500,,0.48,-318,,
2009-04-05,USGS,02234500,,0.48,80.7,,
2009-04-06,USGS,02234500,,0.42,-218,,
2009-04-07,USGS,02234500,,0.37,-1380,,
2009-04-08,USGS,02234500,,0.47,316,,
2009-04-09,USGS,02234500,,0.40,842,,
2009-04-10,USGS,02234500,,0.31,949,,
2009-04-11,USGS,02234500,,0.21,644,,
2009-04-12,USGS,02234500,,0.18,762,,
2009-04-13,USGS,02234500,,0.15,674,,
2009-04-14,USGS,02234500,,0.16,-260,,
2009-04-15,USGS,02234500,,0.17,-613,,
2009-04-16,USGS,02234500,,0.20,36.9,,
2009-04-17,USGS,02234500,,0.29,-887,,
2009-04-18,USGS,02234500,,0.46,-1140,,
2009-04-19,USGS,02234500,,0.56,-739,,
2009-04-20,USGS,02234500,,0.53,11.6,,
2009-04-21,USGS,02234500,,0.42,-380,,
2009-04-22,USGS,02234500,,0.39,-106,,
2009-04-23,USGS,02234500,,0.36,598,,
2009-04-24,USGS,02234500,,0.29,769,,
2009-04-25,USGS,02234500,,0.24,736,,
2009-04-26,USGS,02234500,,0.18,517,,
2009-04-27,USGS,02234500,,0.14,395,,
2009-04-28,USGS,02234500,,0.10,119,,
2009-04-29,USGS,02234500,,0.07,272,,
2009-04-30,USGS,02234500,,0.04,162,,
2009-05-01,USGS,02234500,,0.01,95.1,,
2009-05-02,USGS,02234500,,-0.02,181,,
2009-05-03,USGS,02234500,,-0.07,282,,
2009-05-04,USGS,02234500,,-0.11,19.3,,
2009-05-05,USGS,02234500,,-0.15,234,,
2009-05-06,USGS,02234500,,-0.20,301,,
2009-05-07,USGS,02234500,,-0.22,-518,,
2009-05-08,USGS,02234500,,-0.19,-575,,
2009-05-09,USGS,02234500,,-0.19,-559,,
2009-05-10,USGS,02234500,,-0.19,-409,,
2009-05-11,USGS,02234500,,-0.20,-313,,
2009-05-12,USGS,02234500,,-0.19,-613,,
2009-05-13,USGS,02234500,,-0.04,-1070,,
2009-05-14,USGS,02234500,,0.12,-1260,,
2009-05-15,USGS,02234500,,0.25,-860,,
2009-05-16,USGS,02234500,,0.25,-339,,
2009-05-17,USGS,02234500,,0.23,-195,,
2009-05-18,USGS,02234500,,0.37,-1130,,
2009-05-19,USGS,02234500,,1.05,-1700,,
2009-05-20,USGS,02234500,,1.77,-1480,,
2009-05-21,USGS,02234500,,2.30,-1020,,
2009-05-22,USGS,02234500,,2.68,-1180,,
2009-05-23,USGS,02234500,,2.95,420,,
2009-05-24,USGS,02234500,,3.10,1070,,
2009-05-25,USGS,02234500,,3.24,1580,,
2009-05-26,USGS,02234500,,3.36,2180,,
2009-05-27,USGS,02234500,,3.45,2490,,
2009-05-28,USGS,02234500,,3.53,3050,,
2009-05-29,USGS,02234500,,3.55,3190,,
2009-05-30,USGS,02234500,,3.55,3320,,
2009-05-31,USGS,02234500,,3.55,3530,,
2009-06-01,USGS,02234500,,3.54,3570,,
2009-06-02,USGS,02234500,,3.50,3730,,
2009-06-03,USGS,02234500,,3.45,3820,,
2009-06-04,USGS,02234500,,3.47,3840,,
2009-06-05,USGS,02234500,,3.60,3820,,
2009-06-06,USGS,02234500,,3.63,3900,,
2009-06-07,USGS,02234500,,3.61,4150,,
2009-06-08,USGS,02234500,,3.57,4210,,
2009-06-09,USGS,02234500,,3.58,3880,,
2009-06-10,USGS,02234500,,3.50,4080,,
2009-06-11,USGS,02234500,,3.42,4120,,
2009-06-12,USGS,02234500,,3.33,3900,,
2009-06-13,USGS,02234500,,3.25,3750,,
2009-06-14,USGS,02234500,,3.19,3790,,
2009-06-15,USGS,02234500,,3.15,3750,,
2009-06-16,USGS,02234500,,3.12,3710,,
2009-06-17,USGS,02234500,,3.09,3520,,
2009-06-18,USGS,02234500,,3.03,3570,,
2009-06-19,USGS,02234500,,3.03,3560,,
2009-06-20,USGS,02234500,,2.98,3410,,
2009-06-21,USGS,02234500,,2.91,3210,,
2009-06-22,USGS,02234500,,2.84,3070,,
2009-06-23,USGS,02234500,,2.78,2910,,
2009-06-24,USGS,02234500,,2.72,2820,,
2009-06-25,USGS,02234500,,2.66,2850,,
2009-06-26,USGS,02234500,,2.60,2770,,
2009-06-27,USGS,02234500,,2.53,2580,,
2009-06-28,USGS,02234500,,2.46,2620,,
2009-06-29,USGS,02234500,,2.41,2660,,
2009-06-30,USGS,02234500,,2.41,2720,,
2009-07-01,USGS,02234500,,2.40,2800,,
2009-07-02,USGS,02234500,,2.33,2810,,
2009-07-03,USGS,02234500,,2.26,2880,,
2009-07-04,USGS,02234500,,2.19,2840,,
2009-07-05,USGS,02234500,,2.11,2750,,
2009-07-06,USGS,02234500,,2.04,2600,,
2009-07-07,USGS,02234500,,1.96,2470,,
2009-07-08,USGS,02234500,,1.88,2430,,
2009-07-09,USGS,02234500,,1.84,2460,,
2009-07-10,USGS,02234500,,1.81,2290,,
2009-07-11,USGS,02234500,,1.85,2110,,
2009-07-12,USGS,02234500,,1.86,1800,,
2009-07-13,USGS,02234500,,1.93,1880,,
2009-07-14,USGS,02234500,,1.94,2080,,
2009-07-15,USGS,02234500,,1.93,2140,,
2009-07-16,USGS,02234500,,1.92,2340,,
2009-07-17,USGS,02234500,,1.89,2570,,
2009-07-18,USGS,02234500,,1.85,2650,,
2009-07-19,USGS,02234500,,1.81,2630,,
2009-07-20,USGS,02234500,,1.79,2690,,
2009-07-21,USGS,02234500,,1.75,2910,,
2009-07-22,USGS,02234500,,1.70,2750,,
2009-07-23,USGS,02234500,,1.66,2530,,
2009-07-24,USGS,02234500,,1.66,2310,,
2009-07-25,USGS,02234500,,1.67,2590,,
2009-07-26,USGS,02234500,,1.70,2720,,
2009-07-27,USGS,02234500,,1.71,2860,,
2009-07-28,USGS,02234500,,1.71,3000,,
2009-07-29,USGS,02234500,,1.78,3010,,
2009-07-30,USGS,02234500,,1.88,2950,,
2009-07-31,USGS,02234500,,1.88,2890,,
2009-08-01,USGS,02234500,,1.90,2970,,
2009-08-02,USGS,02234500,,1.89,2990,,
2009-08-03,USGS,02234500,,1.89,3140,,
2009-08-04,USGS,02234500,,1.91,2970,,
2009-08-05,USGS,02234500,,1.93,2940,,
2009-08-06,USGS,02234500,,1.98,3120,,
2009-08-07,USGS,02234500,,2.08,3260,,
2009-08-08,USGS,02234500,,2.14,3230,,
2009-08-09,USGS,02234500,,2.16,3330,,
2009-08-10,USGS,02234500,,2.19,3370,,
2009-08-11,USGS,02234500,,2.21,3430,,
2009-08-12,USGS,02234500,,2.22,3500,,
2009-08-13,USGS,02234500,,2.26,3630,,
2009-08-14,USGS,02234500,,2.33,3720,,
2009-08-15,USGS,02234500,,2.43,3750,,
2009-08-16,USGS,02234500,,2.50,3830,,
2009-08-17,USGS,02234500,,2.53,3650,,
2009-08-18,USGS,02234500,,2.54,3570,,
2009-08-19,USGS,02234500,,2.59,3560,,
2009-08-20,USGS,02234500,,2.63,3420,,
2009-08-21,USGS,02234500,,2.70,3620,,
2009-08-22,USGS,02234500,,2.73,3670,,
2009-08-23,USGS,02234500,,2.78,3670,,
2009-08-24,USGS,02234500,,2.83,3570,,
2009-08-25,USGS,02234500,,2.85,3800,,
2009-08-26,USGS,02234500,,2.86,3660,,
2009-08-27,USGS,02234500,,2.88,3860,,
2009-08-28,USGS,02234500,,2.86,3690,,
2009-08-29,USGS,02234500,,2.85,3640,,
2009-08-30,USGS,02234500,,2.84,3710,,
2009-08-31,USGS,02234500,,2.82,3770,,
2009-09-01,USGS,02234500,,2.85,3750,,
2009-09-02,USGS,02234500,,2.92,3810,,
2009-09-03,USGS,02234500,,2.96,3680,,
2009-09-04,USGS,02234500,,3.00,3620,,
2009-09-05,USGS,02234500,,3.07,3540,,
2009-09-06,USGS,02234500,,3.13,3680,,
2009-09-07,USGS,02234500,,3.18,3790,,
2009-09-08,USGS,02234500,,3.22,3810,,
2009-09-09,USGS,02234500,,3.27,3910,,
2009-09-10,USGS,02234500,,3.31,4130,,
2009-09-11,USGS,02234500,,3.34,4190,,
2009-09-12,USGS,02234500,,3.36,4360,,
2009-09-13,USGS,02234500,,3.40,4390,,
2009-09-14,USGS,02234500,,3.44,4410,,
2009-09-15,USGS,02234500,,3.46,4480,,
2009-09-16,USGS,02234500,,3.47,4580,,
2009-09-17,USGS,02234500,,3.47,4450,,
2009-09-18,USGS,02234500,,3.46,4530,,
2009-09-19,USGS,02234500,,3.45,4510,,
2009-09-20,USGS,02234500,,3.43,4500,,
2009-09-21,USGS,02234500,,3.42,4430,,
2009-09-22,USGS,02234500,,3.41,4400,,
2009-09-23,USGS,02234500,,3.40,4420,,
2009-09-24,USGS,02234500,,3.39,4460,,
2009-09-25,USGS,02234500,,3.38,4440,,
2009-09-26,USGS,02234500,,3.37,4440,,
2009-09-27,USGS,02234500,,3.43,4670,,
2009-09-28,USGS,02234500,,3.39,4600,,
2009-09-29,USGS,02234500,,3.34,4530,,
2009-09-30,USGS,02234500,,3.29,4500,,
2009-10-01,USGS,02234500,,3.24,4520,,
2009-10-02,USGS,02234500,,3.20,4520,,
2009-10-03,USGS,02234500,,3.15,4580,,
2009-10-04,USGS,02234500,,3.12,4510,,
2009-10-05,USGS,02234500,,3.07,4400,,
2009-10-06,USGS,02234500,,3.03,4260,,
2009-10-07,USGS,02234500,,2.98,4130,,
2009-10-08,USGS,02234500,,2.94,3940,,
2009-10-09,USGS,02234500,,2.90,3910,,
2009-10-10,USGS,02234500,,2.84,3920,,
2009-10-11,USGS,02234500,,2.80,3580,,
2009-10-12,USGS,02234500,,2.75,3490,,
2009-10-13,USGS,02234500,,2.69,3390,,
2009-10-14,USGS,02234500,,2.63,3310,,
2009-10-15,USGS,02234500,,2.61,3290,,
2009-10-16,USGS,02234500,,2.57,3300,,
2009-10-17,USGS,02234500,,2.51,2900,,
2009-10-18,USGS,02234500,,2.46,2760,,
2009-10-19,USGS,02234500,,2.47,2660,,
2009-10-20,USGS,02234500,,2.50,2690,,
2009-10-21,USGS,02234500,,2.52,2720,,
2009-10-22,USGS,02234500,,2.52,2690,,
2009-10-23,USGS,02234500,,2.50,2720,,
2009-10-24,USGS,02234500,,2.45,2650,,
2009-10-25,USGS,02234500,,2.39,2650,,
2009-10-26,USGS,02234500,,2.35,2670,,
2009-10-27,USGS,02234500,,2.31,2730,,
2009-10-28,USGS,02234500,,2.27,2640,,
2009-10-29,USGS,02234500,,2.23,2500,,
2009-10-30,USGS,02234500,,2.17,2500,,
2009-10-31,USGS,02234500,,2.11,2460,,
2009-11-01,USGS,02234500,,2.07,2120,,
2009-11-02,USGS,02234500,,2.03,1830,,
2009-11-03,USGS,02234500,,2.01,1560,,
2009-11-04,USGS,02234500,,2.03,1340,,
2009-11-05,USGS,02234500,,2.03,1050,,
2009-11-06,USGS,02234500,,2.08,1300,,
2009-11-07,USGS,02234500,,2.08,1350,,
2009-11-08,USGS,02234500,,2.08,1550,,
2009-11-09,USGS,02234500,,2.07,1850,,
2009-11-10,USGS,02234500,,2.00,1800,,
2009-11-11,USGS,02234500,,1.94,1500,,
2009-11-12,USGS,02234500,,1.86,200,,
2009-11-13,USGS,02234500,,1.89,650,,
2009-11-14,USGS,02234500,,1.91,1290,,
2009-11-15,USGS,02234500,,1.90,1290,,
2009-11-16,USGS,02234500,,1.91,1090,,
2009-11-17,USGS,02234500,,1.91,1130,,
2009-11-18,USGS,02234500,,1.91,1310,,
2009-11-19,USGS,02234500,,1.89,1170,,
2009-11-20,USGS,02234500,,1.87,1080,,
2009-11-21,USGS,02234500,,1.86,1060,,
2009-11-22,USGS,02234500,,1.85,1150,,
2009-11-23,USGS,02234500,,1.86,447,,
2009-11-24,USGS,02234500,,1.88,756,,
2009-11-25,USGS,02234500,,1.89,524,,
2009-11-26,USGS,02234500,,1.92,79.2,,
2009-11-27,USGS,02234500,,1.93,138,,
2009-11-28,USGS,02234500,,1.92,1140,,
2009-11-29,USGS,02234500,,1.88,1520,,
2009-11-30,USGS,02234500,,1.80,1600,,
2009-12-01,USGS,02234500,,1.74,1740,,
2009-12-02,USGS,02234500,,1.67,1930,,
2009-12-03,USGS,02234500,,1.60,1360,,
2009-12-04,USGS,02234500,,1.63,1120,,
2009-12-05,USGS,02234500,,1.77,1210,,
2009-12-06,USGS,02234500,,1.80,1210,,
2009-12-07,USGS,02234500,,1.83,1460,,
2009-12-08,USGS,02234500,,1.83,1620,,
2009-12-09,USGS,02234500,,1.81,1620,,
2009-12-10,USGS,02234500,,1.80,1410,,
2009-12-11,USGS,02234500,,1.77,1060,,
2009-12-12,USGS,02234500,,1.80,1690,,
2009-12-13,USGS,02234500,,1.76,1560,,
2009-12-14,USGS,02234500,,1.74,1540,,
2009-12-15,USGS,02234500,,1.70,1640,,
2009-12-16,USGS,02234500,,1.63,1180,,
2009-12-17,USGS,02234500,,1.66,1030,,
2009-12-18,USGS,02234500,,1.68,1190,,
2009-12-19,USGS,02234500,,1.66,-367,,
2009-12-20,USGS,02234500,,1.72,180,,
2009-12-21,USGS,02234500,,1.75,882,,
2009-12-22,USGS,02234500,,1.74,1300,,
2009-12-23,USGS,02234500,,1.71,1360,,
2009-12-24,USGS,02234500,,1.70,1560,,
2009-12-25,USGS,02234500,,1.68,1360,,
2009-12-26,USGS,02234500,,1.66,792,,
2009-12-27,USGS,02234500,,1.68,861,,
2009-12-28,USGS,02234500,,1.64,980,,
2009-12-29,USGS,02234500,,1.61,1140,,
2009-12-30,USGS,02234500,,1.57,1550,,
2009-12-31,USGS,02234500,,1.53,1670,,
2010-01-01,USGS,02234500,,1.57,933,,
2010-01-02,USGS,02234500,,1.62,608,,
2010-01-03,USGS,02234500,,1.64,914,,
2010-01-04,USGS,02234500,,1.62,1060,,
2010-01-05,USGS,02234500,,1.59,821,,
2010-01-06,USGS,02234500,,1.58,1150,,
2010-01-07,USGS,02234500,,1.58,1690,,
2010-01-08,USGS,02234500,,1.51,1690,,
2010-01-09,USGS,02234500,,1.43,1250,,
2010-01-10,USGS,02234500,,1.39,1160,,
2010-01-11,USGS,02234500,,1.38,1230,,
2010-01-12,USGS,02234500,,1.33,1260,,
2010-01-13,USGS,02234500,,1.28,1650,,
2010-01-14,USGS,02234500,,1.21,1690,,
2010-01-15,USGS,02234500,,1.15,1680,,
2010-01-16,USGS,02234500,,1.12,1750,,
2010-01-17,USGS,02234500,,1.04,1430,,
2010-01-18,USGS,02234500,,0.96,1080,,
2010-01-19,USGS,02234500,,0.92,1450,,
2010-01-20,USGS,02234500,,0.87,1470,,
2010-01-21,USGS,02234500,,0.83,1380,,
2010-01-22,USGS,02234500,,0.92,728,,
2010-01-23,USGS,02234500,,1.03,393,,
2010-01-24,USGS,02234500,,1.15,616,,
2010-01-25,USGS,02234500,,1.18,-74.8,,
2010-01-26,USGS,02234500,,1.21,621,,
2010-01-27,USGS,02234500,,1.20,1360,,
2010-01-28,USGS,02234500,,1.14,1620,,
2010-01-29,USGS,02234500,,1.09,1610,,
2010-01-30,USGS,02234500,,1.05,1570,,
2010-01-31,USGS,02234500,,1.05,413,,
2010-02-01,USGS,02234500,,1.19,420,,
2010-02-02,USGS,02234500,,1.29,224,,
2010-02-03,USGS,02234500,,1.41,129,,
2010-02-04,USGS,02234500,,1.50,1050,,
2010-02-05,USGS,02234500,,1.51,1270,,
2010-02-06,USGS,02234500,,1.47,590,,
2010-02-07,USGS,02234500,,1.54,1040,,
2010-02-08,USGS,02234500,,1.57,1600,,
2010-02-09,USGS,02234500,,1.62,1480,,
2010-02-10,USGS,02234500,,1.67,927,,
2010-02-11,USGS,02234500,,1.74,1500,,
2010-02-12,USGS,02234500,,1.80,1790,,
2010-02-13,USGS,02234500,,1.85,1470,,
2010-02-14,USGS,02234500,,1.96,1980,,
2010-02-15,USGS,02234500,,1.98,2120,,
2010-02-16,USGS,02234500,,1.93,1710,,
2010-02-17,USGS,02234500,,1.91,2010,,
2010-02-18,USGS,02234500,,1.91,2230,,
2010-02-19,USGS,02234500,,1.89,2690,,
2010-02-20,USGS,02234500,,1.84,2870,,
2010-02-21,USGS,02234500,,1.77,2840,,
2010-02-22,USGS,02234500,,1.71,2760,,
2010-02-23,USGS,02234500,,1.70,2460,,
2010-02-24,USGS,02234500,,1.66,1940,,
2010-02-25,USGS,02234500,,1.61,1280,,
2010-02-26,USGS,02234500,,1.67,1720,,
2010-02-27,USGS,02234500,,1.68,1840,,
2010-02-28,USGS,02234500,,1.62,1800,,
2010-03-01,USGS,02234500,,1.63,2140,,
2010-03-02,USGS,02234500,,1.55,1910,,
2010-03-03,USGS,02234500,,1.47,1290,,
2010-03-04,USGS,02234500,,1.51,1630,,
2010-03-05,USGS,02234500,,1.51,1780,,
2010-03-06,USGS,02234500,,1.50,1770,,
2010-03-07,USGS,02234500,,1.47,1810,,
2010-03-08,USGS,02234500,,1.45,1940,,
2010-03-09,USGS,02234500,,1.41,2000,,
2010-03-10,USGS,02234500,,1.37,2130,,
2010-03-11,USGS,02234500,,1.41,2130,,
2010-03-12,USGS,02234500,,1.74,2350,,
2010-03-13,USGS,02234500,,1.86,1910,,
2010-03-14,USGS,02234500,,1.93,1950,,
2010-03-15,USGS,02234500,,1.98,2190,,
2010-03-16,USGS,02234500,,2.05,2530,,
2010-03-17,USGS,02234500,,2.08,2720,,
2010-03-18,USGS,02234500,,2.10,2540,,
2010-03-19,USGS,02234500,,2.16,2610,,
2010-03-20,USGS,02234500,,2.23,2850,,
2010-03-21,USGS,02234500,,2.29,2910,,
2010-03-22,USGS,02234500,,2.34,2920,,
2010-03-23,USGS,02234500,,2.35,3010,,
2010-03-24,USGS,02234500,,2.37,3470,,
2010-03-25,USGS,02234500,,2.37,3690,,
2010-03-26,USGS,02234500,,2.37,3580,,
2010-03-27,USGS,02234500,,2.39,3780,,
2010-03-28,USGS,02234500,,2.41,3760,,
2010-03-29,USGS,02234500,,2.51,3210,,
2010-03-30,USGS,02234500,,2.59,3350,,
2010-03-31,USGS,02234500,,2.65,3680,,
2010-04-01,USGS,02234500,,2.70,3750,,
2010-04-02,USGS,02234500,,2.75,4000,,
2010-04-03,USGS,02234500,,2.78,4180,,
2010-04-04,USGS,02234500,,2.82,4260,,
2010-04-05,USGS,02234500,,2.85,4250,,
2010-04-06,USGS,02234500,,2.87,4500,,
2010-04-07,USGS,02234500,,2.87,4510,,
